"Id","Name","Parent","File","Components"
"EmpGrenade","EMP grenade","[ImpactGrenadeBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,EmpOnTrigger,DeleteOnTrigger,StaticPrice"
"EmpImplant","EMP implant","BaseSubdermalImplant","Resources\Prototypes\Entities\Objects\Misc\subdermal_implants.yml","SubdermalImplant,TriggerOnActivateImplant,EmpOnTrigger"
"EnergyDomeBase","","","Resources\Prototypes\Entities\Effects\dome.yml","Sprite,Physics,Fixtures,Damageable,Appearance,EnergyDomeVisuals,AmbientSound,EnergyDome,Tag"
"Exclamation","exclamation","","Resources\Prototypes\Entities\Effects\exclamation.yml","Transform,Sprite,TimedDespawn,Tag"
"ExGrenade","explosive grenade","[VolatileGrenadeBase, TimerGrenadeBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","ExplodeOnTrigger,Explosive,TimerTrigger"
"ExplosionActivateRune","explosion activated rune","ActivateRune","Resources\Prototypes\Magic\Fixtures\runes.yml","ExplodeOnTrigger,Explosive"
"ExplosionRune","explosion rune","CollideRune","Resources\Prototypes\Magic\Fixtures\runes.yml","TriggerOnCollide,ExplodeOnTrigger,Explosive,Sprite"
"ExplosionTimedRune","explosion timed rune","CollideTimerRune","Resources\Prototypes\Magic\Fixtures\runes.yml","ExplodeOnTrigger,Explosive"
"ExplosivePayload","explosive payload","[ BasePayload, BaseSecurityContraband ]","Resources\Prototypes\Entities\Objects\Devices\payload.yml","Sprite,Explosive,ExplodeOnTrigger,Destructible"
"FireBomb","fire bomb","[ BaseItem, BaseMinorContraband ]","Resources\Prototypes\Entities\Objects\Weapons\Bombs\firebomb.yml","Sprite,Item,TriggerOnUse,TimerTrigger,RandomTimerTrigger,Explosive,ExplodeOnTrigger,Appearance,AnimationPlayer,TimerTriggerVisuals,Damageable,Destructible,Construction"
"Fireplace","fireplace","BaseStructure","Resources\Prototypes\Entities\Structures\Decoration\fireplace.yml","Sprite,Appearance,HolidayVisuals,GenericVisualizer,AmbientSound,PointLight,Damageable,Destructible,AlwaysHot,IgnitionSource"
"FlamethrowerFlashEffect","","","Resources\Prototypes\_WH40K\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer"
"FlashPayload","flash payload","[ BasePayload, BaseSecurityScienceCommandContraband ]","Resources\Prototypes\Entities\Objects\Devices\payload.yml","Sprite,DeleteOnTrigger,FlashOnTrigger,EmitSoundOnTrigger"
"FlashRune","flash rune","ActivateRune","Resources\Prototypes\Magic\Fixtures\runes.yml","FlashOnTrigger,DeleteOnTrigger"
"FlashRuneTimer","flash timed rune","CollideTimerRune","Resources\Prototypes\Magic\Fixtures\runes.yml","FlashOnTrigger"
"FloorDrain","drain","","Resources\Prototypes\Entities\Structures\Specific\Janitor\drain.yml","Sprite,InteractionOutline,Clickable,Transform,Physics,AmbientSound,Drain,DumpableSolution,Appearance,SolutionContainerVisuals,SolutionContainerManager,Damageable,Destructible"
"FloorTrapEMP","EMP floor trap","CollideFloorTrap","Resources\Prototypes\floor_trap.yml","TriggerOnCollide,EmpOnTrigger,DeleteOnTrigger"
"FloorTrapExplosion","explosion floor trap","CollideFloorTrap","Resources\Prototypes\floor_trap.yml","TriggerOnCollide,ExplodeOnTrigger,Explosive,DeleteOnTrigger"
"FoodBloonion","bloonion bulb","BaseStructureDynamic","Resources\Prototypes\Entities\Objects\Consumable\Food\produce.yml","Appearance,Sprite,Item,Produce,Tag,PotencyVisuals,FlavorProfile,SolutionContainerManager,Extractable,ExplodeOnTrigger,Explosive,Damageable,Destructible,InteractionOutline,Fixtures"
"FoodEggChickenFertilized","","FoodEgg","Resources\Prototypes\Entities\Mobs\NPCs\animals.yml","Timer,TimedSpawner,TimedDespawn"
"FoodEggDuckFertilized","","FoodEgg","Resources\Prototypes\Entities\Mobs\NPCs\animals.yml","Timer,TimedSpawner,TimedDespawn"
"FragGrenade","frag grenade","[VolatileGrenadeBase, TimerGrenadeBase]","Resources\Prototypes\_WH40K\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,TimerTrigger,ExplodeOnTrigger,Explosive,ContainerContainer,TimerTriggerVisuals"
"FuelDispenser","fuel dispenser","BaseDispenser","Resources\Prototypes\Entities\Structures\Wallmounts\Storage\wall_dispensers.yml","Sprite,SolutionContainerVisuals,SolutionContainerManager,ReagentTank,DamageOnToolInteract,PacifismDangerousAttack,Explosive"
"FultonEffect","fulton effect","","Resources\Prototypes\Entities\Objects\Tools\fulton.yml","TimedDespawn,Sprite,Tag,AnimationPlayer"
"GasDualPortVentPump","dual-port air vent","GasVentPump","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\binary.yml","SubFloorHide,Sprite,AtmosPipeLayers,GenericVisualizer,PipeColorVisuals,GasVentPump,DeviceNetwork,WirelessNetworkConnection,DeviceLinkSink,Construction,NodeContainer,AmbientSound,AtmosMonitoringConsoleDevice,GuideHelp"
"GasFilter","gas filter","GasTrinaryBase","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\trinary.yml","SubFloorHide,Sprite,Appearance,GenericVisualizer,PipeColorVisuals,UserInterface,GasFilter,Flippable,Construction,AmbientSound,AtmosMonitoringConsoleDevice,GuideHelp"
"GasMixer","gas mixer","GasTrinaryBase","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\trinary.yml","SubFloorHide,Sprite,Appearance,GenericVisualizer,PipeColorVisuals,UserInterface,GasMixer,Flippable,Construction,AmbientSound,AtmosMonitoringConsoleDevice,GuideHelp"
"GasPassiveGate","passive gate","GasBinaryBase","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\binary.yml","SubFloorHide,Sprite,AtmosPipeLayers,Appearance,PipeColorVisuals,GasPassiveGate,Construction,AmbientSound,AtmosMonitoringConsoleDevice,GuideHelp"
"GasPressurePump","gas pump","GasBinaryBase","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\binary.yml","ExtensionCableReceiver,LightningTarget,ApcPowerReceiver,Rotatable,Transform,SubFloorHide,Sprite,AtmosPipeLayers,Appearance,GenericVisualizer,PipeColorVisuals,GasPressurePump,ActivatableUI,ActivatableUIRequiresAnchor,UserInterface,Construction,AmbientSound,AtmosMonitoringConsoleDevice,GuideHelp"
"GasPressureRegulator","inlet pressure regulator","GasBinaryBase","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\binary.yml","Rotatable,Transform,SubFloorHide,Sprite,AtmosPipeLayers,Appearance,GenericVisualizer,PipeColorVisuals,GasPressureRegulator,Construction,ActivatableUI,ActivatableUIRequiresAnchor,UserInterface,AmbientSound,AtmosMonitoringConsoleDevice,GuideHelp"
"GasRecycler","gas recycler","[ BaseMachine, ConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\binary.yml","Sprite,AtmosPipeLayers,Appearance,GenericVisualizer,PipeColorVisuals,Rotatable,GasRecycler,PipeRestrictOverlap,NodeContainer,AtmosDevice,AtmosPipeColor,AmbientSound,Destructible,Machine,AtmosMonitoringConsoleDevice,Transform,GuideHelp,TegCirculator"
"GasTankBase","","BaseItem","Resources\Prototypes\Entities\Objects\Tools\gas_tanks.yml","Sprite,Item,Clothing,UseDelay,ActivatableUI,UserInterface,GasTank,Explosive,MeleeWeapon,PhysicalComposition,StaticPrice"
"GasValve","manual valve","GasBinaryBase","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\binary.yml","SubFloorHide,Sprite,AtmosPipeLayers,Appearance,GenericVisualizer,PipeColorVisuals,GasValve,NodeContainer,Construction,AmbientSound,AtmosMonitoringConsoleDevice,GuideHelp"
"GasVentPump","air vent","[GasUnaryBase, AirSensorBase]","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\unary.yml","ApcPowerReceiver,ExtensionCableReceiver,DeviceNetwork,Tag,SubFloorHide,Sprite,Appearance,PipeColorVisuals,GenericVisualizer,GasVentPump,Construction,VentCritterSpawnLocation,AmbientSound,Weldable,AtmosMonitoringConsoleDevice,GuideHelp"
"GasVentScrubber","air scrubber","[GasUnaryBase, AirSensorBase]","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\unary.yml","ApcPowerReceiver,ExtensionCableReceiver,DeviceNetwork,Tag,SubFloorHide,Sprite,Appearance,PipeColorVisuals,GenericVisualizer,AtmosDevice,GasVentScrubber,Construction,AmbientSound,Weldable,AtmosMonitoringConsoleDevice,GuideHelp"
"GasVolumePump","volumetric gas pump","GasBinaryBase","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\binary.yml","ExtensionCableReceiver,LightningTarget,ApcPowerReceiver,Rotatable,Transform,SubFloorHide,Sprite,AtmosPipeLayers,Appearance,GenericVisualizer,PipeColorVisuals,GasVolumePump,ActivatableUI,ActivatableUIRequiresAnchor,UserInterface,Construction,AmbientSound,DeviceNetwork,WiredNetworkConnection,AtmosMonitoringConsoleDevice,GuideHelp"
"GeneratorJupiterHardDamaged","","GeneratorJupiter","Resources\Prototypes\_WH40K\Entities\Structures\Power\Generation\generators.yml","Sprite,PowerMonitoringDevice,Destructible,Explosive"
"GeneratorRTG","RTG","BaseGenerator","Resources\Prototypes\Entities\Structures\Power\Generation\generators.yml","PowerSupplier,Sprite,PowerMonitoringDevice,AmbientSound,GuideHelp,Destructible"
"GoliathTentacle","tentacle","","Resources\Prototypes\Entities\Mobs\NPCs\asteroid.yml","Transform,Physics,InteractionOutline,Sprite,StunOnContact,Fixtures,TimedDespawn,SpawnOnDespawn"
"GravityGenerator","gravity generator","BaseMachinePowered","Resources\Prototypes\Entities\Structures\Machines\gravity_generator.yml","StationAiWhitelist,AmbientSound,Sprite,Transform,ApcPowerReceiver,ExtensionCableReceiver,Physics,Fixtures,Repairable,Destructible,PowerCharge,GravityGenerator,ActivatableUI,ActivatableUIRequiresPower,UserInterface,Appearance,PointLight,StaticPrice"
"GrenadeDummy","trick grenade","TimerGrenadeBase","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,DeleteOnTrigger,SpawnOnTrigger,EmitSoundOnTrigger,Appearance,TimerTriggerVisuals"
"GrenadeFlashBang","flashbang","[ FragileGrenadeBase, TimerGrenadeBase, BaseSecurityContraband ]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,FlashOnTrigger,EmitSoundOnTrigger,DeleteOnTrigger,SpawnOnTrigger,Appearance,TimerTriggerVisuals,GuideHelp,Tag"
"GrenadeFlashEffect","","","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","PointLight,LightFade,TimedDespawn"
"GrenadeFoamDart","foam dart grenade","[FragileGrenadeBase, ScatteringGrenadeBase, TimerGrenadeBase]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\scattering_grenades.yml","Sprite,ScatteringGrenade,TimerTrigger,EmitSoundOnTrigger"
"GrenadeIncendiary","incendiary grenade","[FragileGrenadeBase, ProjectileGrenadeBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\projectile_grenades.yml","Sprite,ProjectileGrenade,TriggerOnUse,TimerTrigger,EmitSoundOnTrigger,StaticPrice"
"GrenadeShrapnel","shrapnel grenade","[FragileGrenadeBase, ProjectileGrenadeBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\projectile_grenades.yml","Sprite,ProjectileGrenade,TriggerOnUse,TimerTrigger,EmitSoundOnTrigger,StaticPrice"
"GrenadeStinger","stinger grenade","[FragileGrenadeBase, ProjectileGrenadeBase, BaseSecurityContraband]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\projectile_grenades.yml","Sprite,ProjectileGrenade,EmitSoundOnTrigger,SpawnOnTrigger,TriggerOnUse,TimerTrigger,TimerTriggerVisuals"
"HitscanEffect","","","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\hitscan.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer"
"HoloFan","holofan","HolosignWetFloor","Resources\Prototypes\Entities\Structures\Holographic\projections.yml","Sprite,Fixtures,TimedDespawn,Airtight"
"Holopad","holopad","[ BaseMachinePowered, ConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\holopad.yml","Transform,Fixtures,ApcPowerReceiver,PowerState,StationAiVision,Sprite,Appearance,GenericVisualizer,Machine,StationAiWhitelist,PointLight,AmbientSound,Holopad,Speech,Telephone,AccessReader,ActivatableUI,ActivatableUIRequiresPower,UserInterface,WiresPanel,WiresVisuals,Wires,Destructible"
"HoloPeel","holopeel","HolosignWetFloor","Resources\Prototypes\Entities\Structures\Holographic\projections.yml","Sprite,Physics,Slippery,StepTrigger,CollisionWake,Fixtures,TimedDespawn,Destructible"
"HolosignForcefield","holographic force field","HolosignWetFloor","Resources\Prototypes\Entities\Structures\Holographic\projections.yml","Physics,Sprite,Fixtures,TimedDespawn,PointLight,ContainmentField,Destructible"
"HolosignSecurity","holographic barrier","HolosignWetFloor","Resources\Prototypes\Entities\Structures\Holographic\projections.yml","Physics,Sprite,Fixtures,TimedDespawn,PointLight,Climbable"
"HolosignWetFloor","wet floor sign","","Resources\Prototypes\Entities\Structures\Holographic\projections.yml","Transform,Physics,Sprite,TimedDespawn,Clickable,Damageable,Destructible"
"HolyHandGrenade","holy hand grenade","[TimerGrenadeBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,ExplodeOnTrigger,Explosive,TimerTrigger,PointLight,TimerTriggerVisuals,StaticPrice"
"HotPotato","hot potato","[BaseItem, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Bombs\funny.yml","Sprite,Item,AmbientSound,MeleeWeapon,TriggerOnUse,TimerTrigger,ExplodeOnTrigger,Explosive,DeleteOnTrigger,HotPotato,DamageOnHolding,Appearance,GenericVisualizer"
"HotPotatoEffect","","","Resources\Prototypes\Entities\Objects\Weapons\Bombs\funny.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer"
"hydroponicsTray","hydroponics tray","[ hydroponicsSoil, SmallConstructibleMachine]","Resources\Prototypes\Entities\Structures\hydro_tray.yml","Fixtures,Anchorable,Pullable,Sprite,Appearance,GenericVisualizer,PlantHolder,Destructible,Machine,WiresPanel,AmbientSound,GuideHelp"
"Igniter","igniter","BaseItem","Resources\Prototypes\Entities\Objects\Devices\Electronics\igniter.yml","Sprite,Item,IgnitionSource,IgniteOnTrigger,EmitSoundOnTrigger,UseDelayOnTrigger,UseDelayTriggerCondition,TriggerOnSignal,DeviceNetwork,WirelessNetworkConnection,DeviceLinkSink,UseDelay,Tag"
"IgniteRune","ignite rune","CollideRune","Resources\Prototypes\Magic\Fixtures\runes.yml","TriggerOnCollide,Fixtures,DeleteOnTrigger,IgniteOnCollide,Sprite"
"ImmovableRodDespawn","","ImmovableRod","Resources\Prototypes\Entities\Objects\Magic\immovable_rod.yml","TimedDespawn"
"JetpackEffect","","","Resources\Prototypes\Entities\Objects\Tools\jetpacks.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer"
"KitchenMicrowave","microwave","[ BaseMachinePowered, SmallConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\microwave.yml","Microwave,Appearance,GenericVisualizer,ActivatableUI,DeviceLinkSink,DeviceNetwork,WirelessNetworkConnection,UserInterface,Physics,Fixtures,Sprite,Destructible,Explosive,ApcPowerReceiver,PowerState,Machine,ContainerContainer,EmptyOnMachineDeconstruct,GuideHelp,Item,MultiHandedItem,MeleeWeapon,DamageOtherOnHit,DamageOnHit,DamageOnLand,EmitSoundOnLand,HeldSpeedModifier,DamageExaminable"
"KrakGrenade","krak grenade","[VolatileGrenadeBase, TimerGrenadeBase]","Resources\Prototypes\_WH40K\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,TimerTrigger,ExplodeOnTrigger,Explosive,Appearance,TimerTriggerVisuals"
"LandMineExplosiveUnarmed","explosive mine","BaseLandMine","Resources\Prototypes\Entities\Objects\Misc\land_mine.yml","ExplodeOnTrigger,Explosive"
"LandMineKickUnarmed","kick mine","BaseLandMine","Resources\Prototypes\Entities\Objects\Misc\land_mine.yml","GhostKickOnTrigger,DeleteOnTrigger"
"LockerFreezerBase","freezer","LockerBase","Resources\Prototypes\Entities\Structures\Storage\Closets\Lockers\lockers.yml","Appearance,EntityStorageVisuals,ExplosionResistance,AntiRottingContainer,Construction,Paintable"
"MachineAnomalyGenerator","anomaly generator","BaseMachinePowered","Resources\Prototypes\Entities\Structures\Machines\anomaly_equipment.yml","StationAiWhitelist,SpriteFade,Sprite,Transform,ApcPowerReceiver,ExtensionCableReceiver,AmbientSound,Physics,AnomalyGenerator,MaterialStorage,OreSiloClient,Fixtures,Repairable,WiresPanel,Wires,Destructible,ActivatableUI,ActivatableUIRequiresAccess,ActivatableUIRequiresPower,UserInterface,Appearance,ActiveRadio,GenericVisualizer,WiresVisuals,StaticPrice,AccessReader,GuideHelp"
"MachineAnomalySynchronizer","anomaly synchronizer","[ BaseMachinePowered, ConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\anomaly_sync.yml","AnomalySynchronizer,Machine,DeviceNetwork,WirelessNetworkConnection,DeviceNetworkRequiresPower,DeviceLinkSource,Sprite,AmbientSound,Fixtures,Transform,ApcPowerReceiver,ItemPlacer,DeviceList,PointLight,LitOnPowered,Appearance,GenericVisualizer"
"MachineAnomalyVessel","anomaly vessel","[ BaseMachinePowered, ConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\anomaly_equipment.yml","Sprite,Transform,AnomalyVessel,ResearchClient,ActivatableUI,ActivatableUIRequiresPower,UserInterface,Machine,PointLight,Appearance,WiresPanel,AmbientSound,GenericVisualizer,Explosive,Destructible,GuideHelp"
"MachineAnomalyVesselExperimental","experimental anomaly vessel","MachineAnomalyVessel","Resources\Prototypes\Entities\Structures\Machines\anomaly_equipment.yml","Sprite,SpriteFade,AnomalyVessel,RadiationSource,Machine,Explosive"
"MachineAPE","A.P.E.","[ BaseMachinePowered, ConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\anomaly_equipment.yml","Sprite,Transform,Fixtures,Rotatable,Machine,Lock,LockedWiresPanel,AccessReader,Emitter,ApcPowerReceiver,GuideHelp,Gun,Appearance,WiresPanel,WiresVisuals,GenericVisualizer,LockVisuals,LockedAnchorable,DeviceNetwork,WirelessNetworkConnection,DeviceLinkSink"
"MachineArtifactAnalyzer","artifact analyzer","[ BaseMachinePowered, SmallConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\artifact_analyzer.yml","Sprite,Physics,AmbientSound,Fixtures,Transform,ApcPowerReceiver,ArtifactAnalyzer,ItemPlacer,DeviceNetwork,DeviceList,DeviceLinkSink,Machine,PointLight,GuideHelp,LitOnPowered,Appearance,GenericVisualizer"
"MachineChipProduser","","BaseStructure","Resources\Prototypes\_WH40K\Entities\Structures\Machines\points.yml","Sprite,AmbientSound,PointLight,TimedSpawner,WH40KPhaseTimedSpawner,NavMapBeacon,WH40KInfluencePoint,SpriteFade"
"MachineFlatpacker","Flatpacker 1001","[ BaseMachinePowered, ConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\flatpacker.yml","Sprite,GenericVisualizer,FlatpackCreator,Machine,MaterialStorage,OreSiloClient,AmbientSound,WiresPanel,WiresVisuals,Appearance,ActivatableUI,ActivatableUIRequiresPower,UserInterface,ItemSlots,ContainerContainer,Construction,StaticPrice"
"MacroBombImplant","macro-bomb implant","BaseSubdermalImplant","Resources\Prototypes\Entities\Objects\Misc\subdermal_implants.yml","SubdermalImplant,ReplacementImplant,TriggerOnMobstateChange,TimerTrigger,ExplodeOnTrigger,GibOnTrigger,Explosive,Tag"
"Magic9Ball","magic 9 ball","BaseItem","Resources\Prototypes\Entities\Objects\Fun\orbs.yml","Sprite,Item,TriggerOnActivate,TriggerOnSignal,UseDelay,UseDelayOnTrigger,UseDelayTriggerCondition,SpeakOnTrigger,Speech,DeviceNetwork,WirelessNetworkConnection,DeviceLinkSink,SolutionContainerManager,Damageable,DamageOnLand,EmitSoundOnLand,Destructible,PhysicalComposition"
"MeltaGrenade","melta grenade","[VolatileGrenadeBase, TimerGrenadeBase]","Resources\Prototypes\_WH40K\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,TimerTrigger,ExplodeOnTrigger,Explosive,TimerTriggerVisuals"
"MetalFoamGrenade","metal foam grenade","[ BaseEngineeringContraband, SmokeGrenade ]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\canister_grenades.yml","Sprite,TimerTrigger,SmokeOnTrigger,StaticPrice"
"MeteorClown","Honksteroid","BaseMeteor","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\meteors.yml","Sprite,Explosive,SolutionContainerManager,Destructible"
"MeteorCow","Cosmic cow","BaseMeteor","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\meteors.yml","Sprite,Explosive,SolutionContainerManager,Destructible"
"MeteorLarge","","BaseMeteor","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\meteors.yml","Sprite,Explosive,Destructible"
"MeteorMedium","","BaseMeteor","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\meteors.yml","Sprite,Fixtures,Explosive,Destructible"
"MeteorPotato","Space potato","BaseMeteor","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\meteors.yml","Sprite,Explosive,SolutionContainerManager,Destructible"
"MeteorSmall","","BaseMeteor","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\meteors.yml","Sprite,Fixtures,Explosive,Destructible"
"MeteorSpaceDust","space dust","BaseMeteor","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\meteors.yml","Sprite,Fixtures,Explosive,Destructible"
"MeteorUrist","Urist McMeteor","BaseMeteor","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\meteors.yml","Sprite,SolutionContainerManager,Explosive,Destructible"
"MicroBombImplant","micro-bomb implant","BaseSubdermalImplant","Resources\Prototypes\Entities\Objects\Misc\subdermal_implants.yml","SubdermalImplant,TriggerOnMobstateChange,TriggerOnActivateImplant,ExplodeOnTrigger,GibOnTrigger,Explosive,Tag"
"MobBehonkerElectrical","behonker","BaseMobBehonker","Resources\Prototypes\Entities\Mobs\NPCs\behonker.yml","PyroclasticAnomaly,TempAffectingAnomaly,GasProducerAnomaly"
"MobBehonkerGrav","behonker","BaseMobBehonker","Resources\Prototypes\Entities\Mobs\NPCs\behonker.yml","GravityAnomaly"
"MobCatSyndy","syndicat","MobCatSpace","Resources\Prototypes\Entities\Mobs\NPCs\animals.yml","Sprite,DamageStateVisuals,GhostRole,GhostTakeoverAvailable,AutoImplant,ExplosionResistance,NpcFactionMember,Access,MeleeWeapon"
"MobGrenadePenguin","grenade penguin","[ MobPenguin, MobCombat, BaseSyndicateContraband ]","Resources\Prototypes\Entities\Mobs\NPCs\animals.yml","MovementSpeedModifier,InputMover,MobMover,HTN,NpcFactionMember,Sprite,Fixtures,DamageStateVisuals,MeleeWeapon,Item,TriggerOnUse,TimerTrigger,Explosive,ExplodeOnTrigger,Destructible"
"MobHamsterHamletSlippery","","MobHamsterHamlet","Resources\Prototypes\Entities\Mobs\NPCs\pets.yml","Slippery,StepTrigger,TriggerOnStepTrigger,GibOnTrigger,EmitSoundOnTrigger"
"MobHivelordBrood","hivelord brood","[ BaseMobAsteroid, FlyingMobBase ]","Resources\Prototypes\Entities\Mobs\NPCs\asteroid.yml","Sprite,MovementSpeedModifier,MobThresholds,MeleeWeapon,Ammo,Destructible,NpcFactionMember,HTN,TimedDespawn"
"MobJonkBot","jonkbot","MobHonkBot","Resources\Prototypes\Entities\Mobs\NPCs\silicon.yml","SpamEmitSound,Sprite,Construction,GhostRole,InteractionPopup,Vocal,ExplodeOnTrigger,Explosive"
"MobMouseAdmeme","","MobMouse","Resources\Prototypes\Entities\Mobs\NPCs\animals.yml","IgnoreBadFood,TimedDespawn,Hunger,Thirst"
"MobNarsieSpawn","","MobNarsieBase","Resources\Prototypes\Entities\Mobs\Player\narsie.yml","Sprite,TimedDespawn,SpawnOnDespawn"
"MobParadoxTimed # visual effect when gibbing on round end","","MobParadox","Resources\Prototypes\Entities\Mobs\Player\paradox_clone.yml","TimedDespawn"
"MobRatvarSpawn","","MobRatvarBase","Resources\Prototypes\Entities\Mobs\Player\ratvar.yml","Sprite,TimedDespawn,SpawnOnDespawn"
"MobSpawnCrabQuartz","mobspawner quartzcrab","","Resources\Prototypes\Entities\Effects\mobspawn.yml","Transform,InteractionOutline,Physics,Sprite,Fixtures,TimedDespawn,SpawnOnDespawn"
"MobZoanthrope","","[ SimpleSpaceMobBase, FlyingMobBase ]","Resources\Prototypes\_WH40K\Entities\Mobs\zoanthrope.yml","TypingIndicator,Reactive,Speech,NpcFactionMember,HTN,Sprite,Fixtures,DamageStateVisuals,MobThresholds,MovementSpeedModifier,BatteryAmmoProvider,BatterySelfRecharger,Battery,Gun,CombatMode,TriggerOnMobstateChange,EmitSoundOnTrigger,IntrinsicRadioReceiver,IntrinsicRadioTransmitter,ActiveRadio,Puller"
"MultipartMachineGhost","","","Resources\Prototypes\Entities\Structures\Machines\multipart.yml","MultipartMachineGhost,Sprite,TimedDespawn,Clickable,Tag"
"MuzzleFlashEffect","","","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","TimedDespawn,Sprite,EffectVisuals,Tag,AnimationPlayer"
"MysteryFigureBox","mystery spacemen minifigure box","BaseItem","Resources\Prototypes\Entities\Objects\Fun\Figurines\figurine_boxes.yml","Sprite,TriggerOnActivate,DeleteOnTrigger,EmitSoundOnTrigger,SpawnEntityTableOnTrigger"
"NuclearGrenade","the nuclear option","TimerGrenadeBase","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,TimerTrigger,ExplodeOnTrigger,Explosive,Destructible,Appearance,TimerTriggerVisuals"
"OrkGrenade","coolboyz grenade","[VolatileGrenadeBase, TimerGrenadeBase]","Resources\Prototypes\_WH40K\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,TimerTrigger,ExplodeOnTrigger,Explosive,TimerTriggerVisuals"
"ParticlesProjectile","particles","BaseBullet","Resources\Prototypes\Entities\Structures\Power\Generation\PA\particles.yml","Sprite,Projectile,Physics,Fixtures,ParticleProjectile,SinguloFood,TimedDespawn,Appearance,GenericVisualizer,GuideHelp"
"PelletClusterIncendiary","pellet (ball, incendiary)","BaseBulletIncendiary","Resources\Prototypes\Entities\Objects\Weapons\Guns\Ammunition\Projectiles\grenade.yml","Projectile,IgniteOnCollide,TimedDespawn"
"PelletClusterLessLethal","pellet (ball, less lethal)","BaseBullet","Resources\Prototypes\Entities\Objects\Weapons\Guns\Ammunition\Projectiles\grenade.yml","Projectile,TimedDespawn"
"PelletClusterLethal","pellet (ball, lethal)","BaseBullet","Resources\Prototypes\Entities\Objects\Weapons\Guns\Ammunition\Projectiles\grenade.yml","Projectile,TimedDespawn"
"PelletClusterRubber","pellet (ball, rubber)","BaseBullet","Resources\Prototypes\Entities\Objects\Weapons\Guns\Ammunition\Projectiles\grenade.yml","Projectile,StaminaDamageOnCollide,TimedDespawn"
"PelletShotgunFlare","pellet (.50 flare)","","Resources\Prototypes\Entities\Objects\Weapons\Guns\Ammunition\Projectiles\shotgun.yml","Physics,EmbeddableProjectile,Fixtures,Sprite,IgnitionSource,TimedDespawn,AmbientSound,IgniteOnCollide,PointLight,Projectile"
